|name        |t90     |t90_error|fluence   |fluence_error|flux_1024  |flux_1024_error|flux_64     |flux_64_error|
|GRB180906988|   3.328|    0.362|5.5168e-07|   1.2171e-08|     4.0073|         0.2411|      8.3333|       1.3429|
|GRB180910032|  38.401|    6.026|7.5301e-06|   1.6500e-07|     5.2591|         0.4655|     10.0246|       2.5877|
|GRB180910156|  28.928|    2.111|1.6293e-06|   4.1623e-08|     1.7726|         0.1827|      3.4189|       1.2326|
|GRB180910352|   0.256|    0.842|8.6434e-07|   1.5023e-07|     8.3063|         1.1246|     36.1511|      10.3584|
|GRB180912274|  41.217|    0.810|1.6271e-05|   3.3081e-08|     6.4402|         0.2679|      8.6089|       1.1162|
|GRB180913783|   0.768|    0.143|7.9118e-07|   2.0642e-08|     4.1134|         0.1851|      7.2412|       0.9670|
|GRB180914522| 122.370|    0.572|8.1869e-05|   4.6027e-08|    12.7389|         0.3655|     18.3668|       1.6848|
|GRB180917477|   4.864|    1.810|6.3877e-07|   1.8012e-08|     4.4965|         0.2315|      5.9742|       1.2220|
|GRB180922461|   6.400|    1.864|1.6049e-06|   2.1135e-08|     3.7363|         0.2116|      4.8494|       0.9256|
|GRB180922734|  16.896|    5.684|7.4239e-07|   6.0959e-08|     2.1007|         0.2277|      4.0842|       0.9512|
|GRB180923931|   8.192|    0.724|1.8808e-05|   3.1532e-08|    54.0361|         0.6043|     65.1121|       2.6364|
|GRB180925407|   0.896|    0.923|1.2619e-07|   1.5689e-08|     1.5885|         0.2470|      5.9350|       1.4730|
|GRB180927993|   4.608|    3.208|1.0891e-06|   6.7730e-08|     4.3984|         1.7093|     16.0947|      26.5301|
|GRB180929453|   2.944|    0.345|5.6485e-07|   2.7300e-08|     3.1462|         0.2461|      5.3690|       1.1554|
|GRB181002617|   1.664|    0.202|6.8697e-07|   1.6276e-08|     4.1659|         0.1848|      5.6275|       1.0049|
|GRB181007385|  46.336|    8.452|2.2738e-06|   4.7558e-08|     2.6499|         0.2825|      5.4617|       1.4772|
|GRB181007737|  23.552|    0.362|3.0597e-06|   3.0382e-08|     2.8347|         0.2137|      4.4329|       0.9410|
|GRB181008269|  33.025|    0.572|1.6827e-05|   3.5436e-08|    14.9417|         0.3603|     17.0679|       1.5822|
|GRB181008877| 224.516|    5.615|2.6304e-05|   7.8636e-08|    10.5594|         0.3281|     12.4762|       1.3597|
|GRB181010247|   9.728|    2.187|7.7576e-07|   7.3545e-08|     1.9372|         0.3915|      5.2733|       1.7972|
|GRB181014479|  33.537|    2.996|1.0197e-05|   8.8568e-08|     7.7721|         0.5556|     16.4353|       3.2168|
|GRB181016718|   0.080|    0.788|6.1424e-08|   2.1623e-08|     0.9163|         0.2065|      7.2417|       1.4274|
|GRB181020424|  13.312|    4.857|1.7652e-06|   3.8970e-08|     5.0891|         0.3207|      6.9468|       1.8245|
|GRB181020792|  15.104|    0.572|2.8074e-05|   3.4394e-08|    16.5500|         0.2881|     18.7715|       1.1997|
|GRB181022846|  13.824|    4.579|7.6459e-07|   3.3022e-08|     2.9859|         0.2048|      4.5540|       1.3682|
|GRB181026540|  44.800|    3.620|5.7028e-06|   8.9035e-08|     5.5878|         0.4689|     10.6330|       2.9939|
|GRB181027076|  89.856|    5.278|4.6239e-06|   5.4954e-08|     2.4772|         0.2159|      3.9880|       0.9771|
|GRB181028590|  29.697|    0.810|3.1137e-05|   7.3049e-08|    10.2804|         0.2885|     13.2590|       1.1316|
|GRB181029892|  18.688|    2.757|4.4762e-06|   5.4434e-08|     4.1527|         0.3897|      7.3794|       2.2933|
|GRB181103046|  11.776|    3.727|6.0455e-07|   3.2265e-08|     1.4315|         0.1884|      3.1392|       1.0641|
|GRB181111654|  15.104|    0.923|4.5172e-06|   4.1456e-08|     6.9079|         0.3397|     10.0427|       1.5013|
|GRB181116484|  68.609|    0.810|1.7756e-05|   2.4301e-08|     7.7473|         0.2836|     11.4444|       1.3025|
|GRB181117663|  87.554|    1.086|2.9099e-05|   3.0121e-08|    13.9777|         0.3542|     17.3912|       1.5910|
|GRB181119606|  16.445|    0.602|9.9024e-06|   2.6196e-08|    19.8415|         0.3726|     36.7790|       1.7012|
|GRB181119649|  25.344|    0.572|1.9929e-06|   2.5425e-08|     5.2491|         0.2416|      8.0711|       1.1514|
|GRB181120265|  17.374|    0.799|3.5477e-06|   1.6560e-08|    11.4686|         0.2961|     16.6671|       1.4132|
|GRB181121307|   0.256|    0.528|1.0441e-07|   1.3999e-08|     1.1387|         0.2415|      3.3610|       1.1340|
|GRB181121401|   0.192|    0.516|3.4288e-07|   1.0218e-08|     1.6201|         0.1670|      6.0643|       0.9032|
|GRB181122381|  73.728|    2.996|5.4837e-06|   2.7218e-08|     3.6819|         0.2147|      8.7314|       0.8592|
|GRB181125092|   9.216|    4.871|5.7191e-07|   2.6811e-08|     2.4923|         0.2305|      4.9210|       1.3058|
|GRB181125371|   3.840|    2.290|3.4955e-07|   2.4831e-08|     2.0282|         0.2026|      3.6648|       1.1620|
|GRB181126162|   1.664|    0.453|4.8316e-07|   3.1581e-08|     1.5117|         0.2185|      7.4040|       1.0236|
|GRB181126413|   2.112|    0.405|6.2075e-07|   2.8261e-08|     4.1910|         0.3429|     10.6229|       1.7144|
|GRB181126729|   9.216|    3.665|5.5055e-07|   1.3211e-08|     2.2873|         0.2323|      3.8525|       1.1747|
|GRB181127274|  12.288|    2.673|8.6200e-07|   2.5579e-08|     2.9981|         0.2340|      4.1838|       1.0615|
|GRB181128129|   1.728|    2.166|2.7689e-07|   2.8168e-08|     1.9249|         0.1997|      3.3307|       0.9762|
|GRB181128751|  17.664|    1.619|1.5219e-06|   4.2012e-08|     3.1973|         0.2117|      4.9764|       1.1237|
|GRB181203880|  41.217|    2.573|3.3163e-06|   4.3210e-08|     4.7219|         0.3199|      6.1392|       1.3597|
|GRB181206970|  89.088|    2.919|3.6037e-06|   6.1805e-08|     2.3296|         0.2625|      5.5231|       1.4191|
|GRB181208188|  62.465|    4.167|8.1001e-06|   3.8653e-08|     3.3359|         0.3124|      6.3271|       1.8302|
|GRB181212693|  57.601|    1.305|2.0270e-05|   4.0596e-08|    65.9453|         0.8557|     72.2569|       3.4976|
|GRB181215110|  37.438|    4.364|5.0621e-06|   5.6803e-08|     8.7821|         0.3557|     11.2505|       1.4750|
|GRB181216551|  43.520|   21.262|1.6438e-06|   2.6897e-08|     3.1031|         0.2243|      4.7559|       0.9550|
|GRB181217665|  42.497|    3.328|8.0328e-06|   4.9622e-08|     9.0694|         0.3211|     11.0369|       1.3238|
|GRB181221565|  15.616|    3.167|1.5537e-06|   3.5300e-08|     2.6489|         0.2829|      5.5729|       2.3526|
|GRB181222279| 130.691|    0.516|1.5524e-04|   9.5905e-08|    74.7661|         0.6881|     89.6972|       2.9028|
|GRB181222841|   0.576|    0.023|3.6242e-05|   2.0735e-08|   167.2310|         1.0393|    628.0690|       7.8313|
|GRB181224987|   1.088|    0.487|1.5167e-07|   2.1381e-08|     1.8605|         0.3104|      6.9640|       1.7350|
|GRB181225489|  41.473|    2.862|2.8051e-06|   2.9599e-08|     3.7465|         0.1989|      5.4543|       0.8552|
|GRB181225786|   1.792|    1.286|4.6726e-07|   1.4467e-08|     2.4762|         0.2176|      9.6764|       1.2022|
|GRB181226600|   5.120|    1.379|7.2230e-07|   3.7813e-08|     1.9182|         0.1971|      3.6102|       0.9600|
|GRB181227262|  13.184|    0.202|6.3506e-05|   1.5919e-07|   110.4930|         1.2100|    127.4250|       5.1347|
|GRB181227571|  25.856|    3.840|9.0551e-07|   3.4195e-08|     1.9902|         0.3101|      5.9186|       1.4025|
|GRB181228120|  17.664|    0.320|2.1246e-05|   5.6298e-08|    15.9578|         0.3600|     18.3521|       1.5064|
|GRB181231144|  36.865|    3.665|4.0873e-06|   4.1942e-08|     2.6964|         0.2692|      5.7535|       1.6729|
|GRB181231359|   3.072|    0.923|4.1336e-07|   2.9941e-08|     3.4185|         0.3072|      5.2878|       1.3869|
|GRB181231954|  28.929|    2.360|2.0574e-06|   3.5393e-08|     2.7030|         0.1388|      3.9418|       0.8766|
|GRB190102258| 122.112|    7.442|6.4560e-06|   1.0217e-07|     2.2585|         0.2664|      4.9905|       1.5577|
|GRB190106866|  11.773|    0.571|1.5272e-05|   3.1060e-08|    23.4582|         0.4223|     26.4245|       1.8034|
|GRB190107050|  67.584|    4.924|1.9413e-06|   3.4628e-08|     1.6759|         0.1837|      3.9657|       1.1987|
|GRB190109217| 123.902|   11.449|8.8645e-06|   1.2476e-07|     2.5831|         0.2043|      4.3907|       1.0779|
|GRB190109497|   8.192|    2.996|6.3140e-07|   2.3126e-08|     2.7670|         0.1850|      3.8175|       0.9466|
|GRB190110726|   8.960|    0.810|4.9356e-06|   2.7264e-08|    14.7284|         0.3512|     16.9853|       1.4269|
|GRB190114873| 116.354|    2.563|4.4325e-04|   4.9926e-07|   246.8640|         0.8590|    344.3410|       3.9524|
|GRB190117369|  35.585|    3.974|2.8053e-06|   6.9840e-08|     2.9519|         0.2151|      4.3393|       1.0593|
|GRB190118937|   0.576|    0.453|6.2764e-07|   8.4368e-08|     5.1221|         0.8872|     16.9679|       4.4185|
|GRB190119249|  34.304|    9.319|1.0101e-06|   3.0899e-08|     1.8238|         0.2268|      4.1712|       1.8311|
|GRB190122305|  54.016|    3.338|6.7809e-06|   4.0513e-08|     6.3489|         0.2900|      8.9460|       1.2551|
|GRB190123513|  16.896|    6.085|8.0198e-07|   4.3625e-08|     1.3921|         0.1705|      2.9204|       0.9969|
|GRB190129515|   8.704|    1.379|1.1022e-06|   3.5662e-08|     3.6841|         0.3132|      6.5802|       1.8330|
|GRB190129539|   9.984|    5.620|2.8523e-05|   5.3540e-07|   237.0210|        28.2504|    419.4520|     166.0650|
|GRB190131109|  49.920|    4.924|3.4568e-06|   7.3608e-08|     2.8507|         0.2197|      4.9725|       1.2219|
|GRB190131964|  63.232|    7.697|5.1692e-06|   3.5249e-08|     2.2987|         0.1805|      3.9757|       1.0729|
|GRB190202069|  18.432|    1.056|1.7824e-05|   3.7153e-08|    13.6176|         0.3427|     21.3241|       1.5584|
|GRB190202234|  97.536|    2.172|6.2889e-06|   4.8819e-08|     3.0933|         0.2605|      5.2273|       1.3085|
|GRB190202634|  17.152|    4.048|1.5310e-06|   7.7890e-08|     1.9528|         0.1856|      4.8197|       1.1972|
|GRB190204627|  41.216|    0.923|3.9989e-06|   2.9554e-08|     3.2932|         0.2121|      4.5853|       0.9740|
|GRB190205938|  98.050|    5.030|1.1403e-05|   6.7204e-08|     7.1098|         0.3921|      9.7308|       2.1662|
|GRB190212482|  17.920|    0.923|1.3827e-06|   5.6910e-08|     3.1138|         0.2320|      7.3103|       1.3119|
|GRB190215772|  23.296|    0.810|2.1346e-05|   5.4806e-08|     8.6679|         0.2748|     11.1247|       1.1915|
|GRB190217188|  11.520|    2.187|8.8193e-07|   2.2668e-08|     2.5137|         0.1978|      4.4257|       0.8317|
|GRB190218330|  50.177|    0.923|2.5412e-05|   3.4242e-08|     7.5456|         0.3397|     10.0141|       1.5798|
|GRB190220844| 108.544|    1.280|6.2547e-06|   2.7117e-08|     2.5258|         0.2204|      4.7318|       1.4168|
|GRB190222312|  13.824|    1.379|3.3355e-06|   3.4930e-08|     7.5930|         0.4185|     11.4840|       2.2203|
|GRB190222537|  13.312|    2.318|1.5106e-05|   1.1246e-07|    13.1381|         0.6829|     20.6734|       3.3342|
|GRB190226515|   0.192|    0.132|3.0964e-07|   2.0553e-08|     1.9511|         0.1972|     11.0941|       1.1355|
|GRB190228973|  50.944|    6.085|3.7981e-06|   4.8055e-08|     4.3912|         0.3347|      6.8089|       1.2334|
|GRB190303240|  64.768|    6.085|5.8065e-06|   3.6381e-08|     3.0631|         0.2574|      8.2089|       1.5045|
|GRB190304371|  62.208|    2.360|1.7836e-06|   3.3943e-08|     5.3734|         0.2351|      6.3485|       1.2183|
|GRB190304818|   2.880|    0.547|2.9826e-06|   3.8775e-08|    16.8143|         0.7930|     28.9045|       4.0259|
|GRB190306943| 180.483|    6.964|9.0930e-06|   1.1384e-07|     4.3734|         0.3065|      6.3275|       1.3832|
|GRB190307151|  75.521|    2.187|1.6794e-05|   6.3286e-08|    11.3466|         0.3158|     14.2079|       1.3532|
|GRB190308923|  45.568|    2.828|1.4427e-06|   3.5419e-08|     2.7723|         0.2079|      6.9799|       0.9983|
|GRB190310398|  59.393|    0.923|1.9660e-05|   4.1126e-08|    22.5519|         0.4279|     25.9315|       1.7399|
|GRB190311600|  12.544|    5.278|1.3640e-06|   6.7788e-08|     2.9655|         0.3535|     10.0140|       2.2271|
|GRB190312446|  12.800|    1.557|2.6963e-06|   2.7089e-08|     5.6861|         0.3180|      8.3367|       1.3803|
|GRB190315512|  29.184|    0.923|9.3871e-06|   4.2772e-08|     4.2923|         0.2566|      6.8620|       1.2524|
|GRB190319353|  13.886|    0.831|7.6259e-06|   3.8190e-08|    16.1027|         0.3457|     19.6433|       1.4236|
|GRB190319375|  21.760|    1.557|9.8107e-06|   2.9324e-08|     6.4430|         0.2481|      7.8100|       1.2063|
|GRB190320052|  43.009|    8.738|3.4159e-06|   3.7480e-08|     1.9338|         0.1718|      3.1489|       0.8593|
|GRB190321363|  55.809|    1.619|6.5899e-06|   5.3990e-08|     6.2223|         0.2785|      8.9094|       1.3441|
|GRB190323179|   4.736|    0.453|7.4766e-07|   3.1742e-08|     4.1159|         0.2540|      6.0567|       1.2189|
|GRB190323303|  30.465|    4.612|1.1369e-05|   7.6909e-08|     3.2721|         0.2300|      5.2283|       0.9755|
|GRB190323548|   1.280|    1.864|3.9163e-07|   2.9748e-08|     2.1823|         0.2229|      3.8041|       0.8296|
|GRB190323879|  38.401|    0.572|4.1107e-05|   3.3953e-08|    22.1199|         0.3695|     25.9774|       1.5499|
|GRB190324348|  52.225|    1.493|2.7698e-05|   3.8802e-08|     9.9107|         0.2720|     11.6552|       1.1366|
|GRB190324947|  26.881|    9.941|1.6380e-05|   2.0296e-07|    18.3507|         0.3336|     21.1833|       1.4252|
|GRB190325999| 316.933|    5.146|1.5435e-05|   6.1484e-08|     4.9890|         0.3010|      7.1440|       1.3305|
|GRB190326314|  55.809|    0.810|1.4516e-05|   7.8707e-08|     7.7796|         0.2813|      9.7451|       1.1169|
|GRB190326975|  20.736|    1.280|1.6705e-06|   4.2828e-08|     1.8919|         0.2028|      4.0901|       1.0951|
|GRB190327111|  36.864|    1.448|6.3281e-06|   1.2904e-07|     6.5671|         0.9932|     55.1246|      27.3631|
|GRB190330694|  36.097|    0.810|1.1546e-05|   3.7269e-08|     6.4096|         0.2151|      7.9757|       0.8755|
|GRB190331093|   4.800|    0.771|1.0609e-06|   3.1092e-08|     4.5663|         0.2546|     10.8356|       1.2207|
|GRB190401139|  42.753|    2.573|1.6671e-05|   6.4891e-08|    16.0781|         0.3566|     17.6639|       1.7882|
|GRB190404293|   9.472|    1.999|9.4758e-07|   8.2899e-08|     1.9991|         0.2896|      4.9948|       2.0064|
|GRB190406450|  11.776|    3.114|1.2799e-06|   2.9508e-08|     2.5589|         0.2288|      4.6043|       1.0766|
|GRB190406465|  15.104|    3.238|1.5556e-06|   8.1773e-08|     3.1075|         0.3476|      7.8740|       1.6901|
|GRB190406745|  80.384|    3.338|5.5675e-06|   5.5182e-08|     2.5430|         0.2636|      5.9292|       1.4786|
|GRB190407575|  58.880|    1.864|2.1343e-06|   4.3104e-08|     3.3399|         0.2803|      5.1720|       1.3281|
|GRB190407672|  17.664|    3.367|1.7315e-06|   2.9346e-08|     3.2953|         0.2275|      5.0360|       1.1204|
|GRB190407788|   2.432|    0.779|3.1166e-06|   3.4237e-08|    18.6985|         0.3451|     30.7464|       1.6136|
|GRB190409901|   1.600|    2.673|4.6128e-07|   4.1160e-08|     2.6258|         0.3017|      4.6590|       1.3179|
|GRB190411407|  18.688|    2.636|4.0735e-06|   3.4070e-08|     4.0720|         0.1789|      5.2344|       0.7313|
|GRB190411579|  60.928|    5.910|4.8090e-06|   3.3271e-08|     3.4231|         0.2195|      5.5830|       0.9652|
|GRB190415173|  52.481|    0.810|6.0128e-05|   2.6216e-08|    16.4539|         0.3387|     30.1421|       1.5592|
|GRB190419414| 212.741|    0.724|1.3705e-05|   4.2524e-08|     5.5017|         0.2349|      7.9628|       1.6640|
|GRB190420981|   1.472|    0.551|6.5380e-07|   3.3113e-08|     3.4127|         0.2362|      6.2043|       0.9531|
|GRB190422284|  80.386|    0.724|1.3558e-05|   5.2002e-08|    11.6219|         0.5119|     17.6095|       2.3823|
|GRB190422670|  20.736|    1.810|1.8196e-06|   3.5018e-08|     3.3055|         0.4024|      7.5160|       2.3418|
|GRB190422957| 213.252|   10.746|8.6999e-06|   9.7241e-08|     4.7984|         0.2038|      6.2352|       1.2658|
|GRB190425089|   7.680|    4.167|4.2721e-07|   5.0273e-08|     1.0933|         0.2359|      3.1763|       1.0956|
|GRB190427190|   0.368|    0.072|5.3434e-07|   1.2241e-08|     3.7212|         0.2677|     18.8148|       1.9619|
|GRB190428783|  16.640|    2.828|4.4002e-06|   2.5351e-08|     3.9921|         0.2208|      5.6167|       1.0932|
|GRB190429743|  22.272|    4.291|1.1269e-06|   4.5539e-08|     1.3584|         0.2033|      3.2830|       1.2625|
|GRB190501794| 424.967|   13.440|6.0339e-06|   7.1103e-08|     2.6978|         0.2873|      4.7103|       1.6477|
|GRB190502168|  11.776|    1.864|2.2123e-06|   3.8038e-08|     4.5020|         0.2436|      5.7483|       1.2683|
|GRB190504415|  77.568|    4.238|2.8176e-06|   3.9297e-08|     1.9776|         0.2288|      3.8607|       0.9542|
|GRB190504678|   0.704|    0.528|1.9432e-07|   1.3878e-08|     1.6534|         0.1953|      5.0404|       1.0374|
|GRB190505051|   0.032|    0.025|1.9762e-07|   7.9160e-09|     1.0702|         0.1619|      8.4080|       1.1311|
|GRB190507270|  84.993|    3.899|4.4352e-06|   4.0427e-08|     3.9821|         0.2911|      5.5073|       1.4374|
|GRB190507712|   0.096|    0.705|1.1122e-07|   4.8345e-09|     0.7063|         0.1672|      4.0320|       0.8313|
|GRB190507970|  36.352|    2.862|1.1429e-05|   4.9447e-08|     5.0428|         0.2894|      7.5853|       1.3290|
|GRB190508808|  37.633|    1.056|5.8523e-06|   3.0066e-08|     3.1079|         0.2503|      5.2992|       1.5881|
|GRB190508987| 119.808|    9.798|2.9721e-06|   5.2981e-08|     2.2127|         0.2053|      3.7656|       0.9753|
|GRB190510120|  69.633|    1.717|6.7014e-06|   3.8801e-08|     2.7403|         0.2378|      4.9675|       1.0511|
|GRB190510430|   0.640|    0.091|1.2457e-06|   1.0283e-08|     4.2416|         0.2138|      8.8894|       0.8451|
|GRB190511302|  27.648|    1.145|2.0998e-05|   8.3911e-08|    14.2419|         0.4132|     17.5160|       1.7791|
|GRB190512611|  28.160|    1.810|2.0890e-06|   4.8726e-08|     1.9595|         0.2728|      5.1123|       1.4016|
|GRB190515190|   1.264|    0.471|1.5425e-07|   1.1763e-08|     2.8755|         0.1766|      8.1743|       0.8857|
|GRB190517813|   4.861|    0.809|4.8940e-06|   2.5913e-08|    13.6181|         0.3931|     17.3760|       1.7456|
|GRB190519309|  43.521|    0.362|3.1133e-05|   5.3421e-08|    35.0748|         0.5667|     40.4729|       2.3839|
|GRB190525032|   0.896|    0.202|8.2689e-07|   1.8407e-08|     3.7283|         0.1919|      8.0021|       0.7541|
|GRB190530430|  18.432|    0.362|3.7062e-04|   5.2475e-08|   160.5450|         0.7240|    203.5310|       3.2421|
|GRB190531312|  57.089|    0.923|6.1896e-06|   4.3737e-08|     4.8208|         0.2250|      6.1512|       1.0068|
|GRB190531568|   0.320|    0.943|4.1299e-08|   7.9092e-09|     0.4652|         0.2693|      3.6159|       1.3579|
|GRB190531840|  38.145|    0.923|9.8106e-05|   3.6634e-08|    29.1807|         0.4136|     34.1906|       1.8281|
|GRB190601325|   0.640|    0.749|4.9921e-07|   1.4397e-08|     1.7804|         0.2406|      7.0909|       0.9167|
|GRB190603795|  22.528|    4.291|1.7627e-06|   6.6958e-08|     2.1961|         0.2242|      4.9801|       1.1486|
|GRB190604446|  31.998|    9.476|1.7676e-05|   3.0853e-08|    12.4482|         0.3119|     17.1945|       1.3189|
|GRB190605974|   3.584|    0.516|9.6376e-07|   3.1527e-08|     3.6343|         0.2377|      5.2199|       1.3517|
|GRB190606080|   0.224|    0.036|4.0181e-06|   1.3400e-08|    17.5184|         0.3039|    119.0890|       2.7156|
|GRB190607071|  37.888|    1.846|3.5832e-06|   2.9150e-08|     2.9437|         0.2171|      4.4393|       0.9815|
|GRB190608009|  85.250|    6.026|8.2514e-06|   7.1342e-08|     2.2766|         0.1690|      4.2906|       1.1735|
|GRB190609315|  97.538|    4.529|1.4363e-05|   3.9394e-08|     3.0101|         0.1929|      3.9833|       0.8718|
|GRB190610750|  37.889|    4.924|1.1030e-05|   4.0248e-08|    16.5223|         0.3907|     18.3382|       1.6285|
|GRB190610834|   3.072|    2.360|4.0032e-07|   2.5475e-08|     2.0842|         0.2435|      4.4964|       1.1966|
|GRB190611950| 100.610|    0.572|8.3951e-05|   7.1703e-08|    32.4109|         0.6226|     43.9035|       2.7461|
|GRB190612165| 144.896|    3.367|4.8785e-06|   4.0459e-08|     3.1274|         0.3151|      5.2696|       1.5889|
|GRB190613172|  17.149|    1.493|3.2010e-06|   5.4623e-08|     2.7269|         0.2802|      4.3601|       1.4152|
|GRB190613449|   4.864|    0.923|4.5143e-06|   3.7974e-08|     7.4746|         0.2723|      9.6148|       1.1953|
|GRB190615636|  16.896|    1.379|5.0079e-06|   5.6812e-08|     4.6092|         0.3818|      8.4469|       1.9418|
|GRB190619018| 177.920|    4.471|6.7937e-06|   4.1782e-08|     2.7803|         0.2195|      4.3785|       1.0362|
|GRB190619595| 134.914|    1.639|2.5854e-05|   1.0480e-07|    10.2647|         0.3729|     13.3730|       1.6653|
|GRB190620507|  51.713|    0.572|5.1455e-05|   8.6317e-08|    15.3295|         0.4010|     18.4192|       1.6464|
|GRB190622368|  31.744|    0.923|1.8138e-06|   1.4222e-08|     3.8744|         0.2161|      5.2820|       1.2546|
|GRB190623461|   9.728|    0.923|2.3770e-06|   2.7775e-08|     6.2771|         0.3376|     10.1980|       1.6149|
|GRB190626254|  23.808|    4.471|1.7294e-06|   7.3187e-08|     3.4216|         0.2351|      5.0250|       1.4846|
|GRB190627481|   8.960|    3.566|3.9631e-07|   3.4196e-08|     1.6985|         0.2268|      4.7592|       1.2899|
|GRB190628521|  19.200|    2.757|2.2606e-06|   5.9783e-08|     3.1749|         0.3883|      6.2174|       2.1488|
|GRB190630257|   0.224|    0.187|4.6949e-07|   6.0651e-09|     2.3723|         0.1881|     14.1657|       1.1468|
|GRB190707285|  36.353|    2.429|1.1372e-05|   4.8668e-08|     7.1080|         0.2659|      9.4425|       1.2517|
|GRB190707308|  34.304|    9.148|2.8303e-06|   3.5254e-08|     4.5544|         0.2552|      7.2496|       1.3842|
|GRB190708365|  27.392|    8.002|1.6204e-06|   2.8474e-08|     1.7219|         0.2249|      3.7400|       1.2086|
|GRB190712018|   1.792|    0.462|2.1821e-07|   2.0236e-08|     1.5500|         0.1868|      3.4582|       1.3097|
|GRB190712095|   6.400|    1.056|1.1094e-06|   2.5213e-08|     5.8881|         0.3469|      8.2192|       1.6881|
|GRB190714573|  66.049|    0.810|1.1986e-05|   3.5994e-08|     4.7317|         0.2816|      7.2957|       1.7007|
|GRB190716019|  61.184|    6.582|2.5782e-06|   6.2189e-08|     1.9222|         0.2465|      4.2892|       1.1952|
|GRB190716917|   6.909|    0.923|2.1945e-06|   3.6195e-08|    10.2359|         0.3544|     13.1693|       1.4063|
|GRB190719113|  84.738|    3.114|9.1711e-06|   4.7389e-08|     4.6418|         0.2478|      6.3638|       1.2051|
|GRB190719499|  54.529|    2.064|4.0315e-06|   3.1983e-08|     2.5089|         0.2203|      4.2057|       1.0659|
|GRB190719624| 175.620|    3.083|7.1179e-06|   7.0195e-08|     8.4813|         0.3953|     13.5957|       1.8192|
|GRB190720613|   6.144|    0.572|2.5587e-05|   1.3938e-08|    48.1827|         0.5321|     59.9685|       2.3033|
|GRB190720964|  10.496|    1.950|2.8728e-06|   5.6674e-08|     5.6325|         0.3199|      7.6187|       1.3914|
|GRB190723309|  24.576|    2.111|1.5236e-06|   3.2710e-08|     2.8607|         0.2205|      4.6305|       1.0882|
|GRB190724031|   0.080|    1.136|3.6815e-07|   1.1379e-08|     0.9402|         0.1457|      9.0125|       0.9422|
|GRB190726642| 307.974|    1.864|1.5761e-05|   3.6356e-08|    16.2302|         0.3857|     19.5868|       1.6456|
|GRB190726843| 224.260|    0.724|1.9460e-05|   4.0265e-08|     3.6805|         0.2498|      5.9024|       1.2345|
|GRB190727668|  47.361|    0.724|9.7679e-06|   3.2282e-08|     5.5271|         0.3055|      7.8189|       1.3030|
|GRB190727846|  35.073|    0.572|6.2153e-05|   2.0753e-08|    42.9920|         0.4171|     50.7796|       1.7379|
|GRB190728271|   0.832|    0.905|3.2273e-07|   1.2530e-08|     2.9954|         0.2674|     18.6020|       1.9184|
|GRB190731943|  15.872|    0.362|8.8648e-05|   3.3848e-08|    55.5929|         0.4303|     61.0155|       1.7483|
|GRB190804058|   4.224|    0.516|4.4761e-07|   1.5452e-08|     3.0802|         0.3499|      7.3345|       1.6785|
|GRB190804792|   8.448|    2.360|2.2617e-06|   3.7715e-08|     6.2020|         0.3600|      8.4463|       1.6275|
|GRB190805106|   9.216|    1.619|4.3952e-06|   6.6688e-08|     8.6048|         0.4510|     14.8778|       2.0860|
|GRB190805199|  21.504|    1.619|8.0824e-06|   5.5681e-08|     7.6370|         0.3159|     14.5541|       1.4511|
|GRB190806535|  13.824|    2.064|4.5711e-07|   3.0978e-08|     1.2474|         0.1652|      3.1555|       0.9902|
|GRB190806675|  20.992|    2.374|1.3501e-05|   3.5469e-07|    25.7438|        11.9448|    257.4270|     184.4110|
|GRB190808498|  47.360|    4.830|1.1310e-06|   6.2901e-08|     1.3029|         0.2054|      3.4896|       1.3472|
|GRB190808752|  31.233|    0.572|1.3131e-05|   3.5682e-08|    11.9495|         0.3280|     17.0180|       1.3920|
|GRB190810675|   0.160|    0.137|2.6057e-07|   2.1604e-08|     2.8830|         0.2570|     18.6410|       1.6705|
|GRB190813520|   0.192|    0.873|4.9947e-08|   1.2120e-08|     0.3083|         0.1662|      2.5748|       1.0486|
|GRB190814837|   9.984|    3.620|1.0762e-06|   5.6305e-08|     1.4022|         0.1796|      2.7842|       1.0610|
|GRB190817953|   8.448|    4.636|8.8033e-07|   5.4597e-08|     3.8843|         0.2295|      5.2767|       1.3422|
|GRB190821716|  59.904|    5.152|3.6154e-06|   4.7350e-08|     4.9224|         0.2508|      6.8962|       1.4752|
|GRB190822705|   0.768|    0.389|2.1310e-07|   1.5647e-08|     1.7453|         0.1879|      6.7756|       1.0451|
|GRB190824616| 108.546|    0.810|1.0378e-05|   7.3342e-08|     7.8867|         0.3601|     11.1392|       1.5841|
|GRB190825171|  12.032|    5.345|2.1626e-07|   2.2768e-08|     0.5495|         0.1578|      1.8542|       0.6578|
|GRB190827467|  43.777|    1.493|1.1200e-05|   3.4106e-08|     5.5630|         0.2836|      7.9528|       1.2882|
|GRB190828542|  63.489|    1.999|7.6942e-06|   3.7686e-08|     4.3840|         0.2528|      8.3580|       1.2936|
|GRB190828614|  19.968|    0.923|1.5049e-05|   2.4779e-08|    19.9971|         0.4085|     22.3530|       1.7857|
|GRB190829830|  59.393|    0.572|1.5434e-05|   3.5385e-08|    33.4594|         0.5132|     35.5578|       2.0891|
|GRB190830023|  12.288|    1.280|2.0560e-06|   6.6930e-08|     3.2789|         0.3124|      5.3430|       1.4931|
