|name        |t90     |t90_error|fluence   |fluence_error|flux_1024  |flux_1024_error|flux_64     |flux_64_error|
|GRB150724398|  37.376|    5.724|2.6322e-06|   4.1856e-08|     2.9236|         0.2210|      4.7507|       1.0003|
|GRB150724782|  37.889|    0.572|2.8004e-05|   4.3272e-08|     8.5305|         0.2200|     11.0174|       0.9444|
|GRB150726877|  46.849|    1.717|6.8193e-06|   5.4915e-08|     3.6683|         0.2542|      5.5850|       1.1240|
|GRB150727793|  49.409|    3.974|4.4241e-06|   5.8594e-08|     2.1230|         0.2399|      4.6666|       1.2189|
|GRB150728151|   1.728|    0.373|6.3255e-07|   1.8251e-08|     2.5962|         0.2086|      7.7948|       1.0132|
|GRB150729517|  35.585|    0.810|1.6619e-05|   4.2436e-08|     9.2284|         0.3103|     11.9325|       1.2480|
|GRB150802127| 313.093|    2.673|1.4592e-05|   6.6361e-08|     6.0266|         0.4258|      8.1768|       1.8667|
|GRB150802207|   9.984|    1.493|1.8974e-06|   3.4944e-08|     2.9437|         0.2447|      6.2718|       1.5317|
|GRB150804806|  51.201|    2.187|6.2914e-06|   5.6460e-08|     4.2283|         0.2543|      5.8022|       1.1676|
|GRB150805445|  45.825|    5.146|6.1044e-06|   6.8920e-08|     3.7658|         0.3258|      7.9575|       2.7226|
|GRB150805746|   1.408|    0.466|3.8213e-07|   1.1208e-08|     4.5876|         0.2599|      7.1006|       1.6180|
|GRB150806348|  85.248|    1.639|6.6867e-06|   7.1509e-08|     3.4949|         0.2467|      6.5595|       1.1951|
|GRB150809516|  47.361|    3.338|6.0928e-06|   4.5334e-08|     4.0043|         0.2574|      5.8635|       1.0805|
|GRB150810485|   1.280|    1.026|1.8706e-06|   3.6113e-08|     5.6006|         0.2065|     17.9371|       1.1123|
|GRB150811849|   0.640|    0.143|3.4265e-06|   4.2438e-08|     8.5839|         0.3483|     27.4042|       1.7806|
|GRB150815604|  24.576|    5.591|2.2456e-06|   5.5094e-08|     1.8807|         0.1872|      3.9122|       1.4649|
|GRB150817087|  35.584|    1.145|1.1668e-05|   5.6654e-08|    15.7167|         0.4337|     21.7901|       1.9481|
|GRB150817251|  13.312|    3.338|7.2761e-06|   9.0219e-08|     6.4699|         0.4854|      9.7916|       2.4288|
|GRB150819440|   0.960|    0.091|8.1172e-06|   2.4160e-08|    39.0152|         0.5977|    148.4390|       3.7663|
|GRB150820880|   5.888|    1.379|3.4278e-07|   1.7733e-08|     2.0252|         0.2249|      3.7830|       1.0671|
|GRB150821406| 103.426|    5.753|5.2114e-05|   2.8370e-07|    11.1129|         0.3317|     13.5647|       1.4057|
|GRB150822178|  13.312|    0.923|2.5751e-06|   2.8258e-08|     5.2536|         0.2811|      6.8766|       1.3228|
|GRB150824079|  13.568|    0.362|1.9695e-05|   4.1365e-08|    22.2673|         0.3740|     31.9518|       1.6225|
|GRB150824125|  32.768|    5.910|1.2829e-06|   3.6979e-08|     1.5100|         0.2263|      3.3882|       1.1166|
|GRB150826557|  33.024|    1.846|3.7751e-06|   3.8468e-08|     3.4636|         0.2500|      5.2530|       1.1818|
|GRB150827785|  10.496|    2.673|1.6786e-06|   3.2794e-08|     2.0653|         0.1960|      3.3683|       0.9550|
|GRB150828333|  12.800|    1.145|4.3228e-06|   5.9516e-08|     8.5251|         0.3159|     10.6823|       1.3793|
|GRB150828901|   2.048|    1.778|1.4208e-07|   2.1208e-08|     1.3948|         0.1808|      3.0102|       0.9004|
|GRB150830128|  44.801|    0.724|4.1294e-06|   2.6687e-08|     3.3731|         0.2907|      6.0963|       1.1776|
|GRB150831930|  13.760|    2.064|2.7153e-06|   3.4493e-08|     9.0978|         0.4101|     14.1839|       1.9091|
|GRB150901924|   0.256|    1.145|1.5455e-07|   3.2352e-08|     0.9455|         0.2365|      7.0986|       1.3136|
|GRB150902733|  13.568|    0.362|8.3192e-05|   5.1999e-08|    60.6962|         0.4908|     79.1777|       2.1828|
|GRB150904479|  23.296|    3.692|1.0272e-06|   3.1295e-08|     1.5518|         0.3007|      3.9936|       1.2488|
|GRB150906944|   0.320|    0.210|4.3494e-07|   1.2401e-08|     2.0007|         0.2490|     13.5975|       1.3608|
|GRB150908408|  60.928|    7.684|3.4871e-06|   6.0309e-08|     1.8228|         0.1863|      4.7105|       0.8593|
|GRB150911315|  41.728|    6.542|2.8023e-06|   4.5631e-08|     4.9711|         0.3079|      7.5734|       1.6144|
|GRB150911588|  46.081|    3.620|9.0896e-06|   7.8408e-08|     4.7292|         0.2616|      6.2511|       1.1122|
|GRB150912443|  33.537|    5.843|3.4323e-06|   5.7353e-08|     2.9005|         0.2648|      5.6482|       1.3838|
|GRB150912600|   0.320|    0.466|2.9364e-07|   1.3236e-08|     1.9105|         0.1995|      5.5060|       1.0040|
|GRB150913161|  20.992|    1.305|1.0365e-05|   7.1500e-08|     6.8179|         0.2531|      8.8637|       1.1167|
|GRB150917148|   7.424|    2.521|8.4935e-07|   3.8438e-08|     2.0488|         0.4143|      8.4804|       3.2973|
|GRB150919606|   6.656|    0.923|2.3159e-06|   6.5173e-08|     5.6844|         0.2472|      8.6752|       1.1093|
|GRB150922234|   0.144|    0.036|9.5696e-07|   1.6923e-08|     2.8469|         0.1823|     23.2828|       1.2610|
|GRB150922718|  15.872|    5.838|1.1823e-06|   5.8398e-08|     1.2391|         0.1618|      2.9839|       1.0133|
|GRB150922883|   2.816|    0.572|6.4844e-07|   1.6195e-08|     2.8379|         0.2806|      4.8202|       1.2075|
|GRB150923297|   0.192|    1.462|1.1026e-07|   2.2280e-08|     1.7492|         0.1951|      7.7422|       1.0298|
|GRB150923429|   0.192|    0.143|2.6060e-07|   1.8886e-08|     1.7219|         0.2215|      6.3144|       0.9888|
|GRB150923864|   1.792|    0.091|1.5772e-06|   1.4473e-08|     7.9475|         0.2303|     16.5059|       1.0784|
|GRB150923995|  17.152|    6.676|8.3327e-07|   2.9234e-08|     1.8467|         0.1561|      4.0816|       1.0410|
|GRB150928359|  53.504|    4.615|3.5511e-06|   4.4867e-08|     3.3723|         0.2465|      5.1197|       1.2278|
|GRB151001348| 377.862|    8.083|2.0203e-05|   1.3895e-07|     5.8548|         0.3123|      8.0568|       1.4018|
|GRB151001628|  23.552|    5.938|2.6718e-06|   6.4636e-08|     1.9512|         0.1981|      3.7053|       1.2627|
|GRB151003729|  44.032|    5.043|1.3475e-06|   5.7227e-08|     2.0476|         0.3479|      6.3238|       2.1013|
|GRB151006413|  93.440|    6.149|1.2235e-05|   4.6956e-08|     4.9673|         0.2322|      6.9692|       1.0393|
|GRB151009949|  18.944|    2.429|1.4330e-06|   3.0712e-08|     3.8125|         0.2408|      6.3055|       1.2921|
|GRB151011136|  25.344|    2.996|7.5527e-06|   9.2546e-08|     7.5385|         0.3938|      9.8316|       1.7098|
|GRB151014592|  34.304|    1.448|2.8912e-06|   3.6013e-08|     3.0076|         0.2073|      3.8333|       0.9775|
|GRB151021791|   7.229|    0.602|1.2258e-05|   3.8029e-08|    21.4611|         0.3864|     24.7584|       1.6335|
|GRB151022577|   0.320|    0.648|2.7708e-07|   2.0922e-08|     2.1587|         0.2433|     10.8668|       1.5233|
|GRB151023104|  10.240|    3.874|1.3359e-06|   2.3352e-08|     3.9211|         0.2890|      6.0500|       1.4829|
|GRB151024179|   4.608|    2.360|2.7879e-07|   2.0322e-08|     1.5156|         0.1866|      3.5067|       1.1285|
|GRB151026169|  53.248|    2.172|1.7974e-06|   3.7242e-08|     1.3670|         0.2185|      3.4946|       1.3204|
|GRB151026523|  63.232|    7.952|4.3163e-06|   6.9493e-08|     2.4951|         0.3066|      5.3418|       2.3530|
|GRB151027166| 123.394|    1.145|1.4069e-05|   6.0969e-08|    11.3679|         0.3434|     13.0776|       1.3695|
|GRB151030999| 116.482|    0.923|5.0037e-05|   5.2051e-08|    17.4369|         0.3651|     21.1222|       1.4668|
|GRB151107851| 139.010|    6.446|2.9583e-05|   1.2498e-07|    10.8635|         0.2432|     12.2865|       1.0606|
|GRB151111356|  46.336|    4.382|2.2064e-06|   3.1065e-08|     1.4413|         0.1782|      3.7046|       1.0419|
|GRB151114645|  34.816|    1.950|2.2018e-06|   5.4836e-08|     0.8701|         0.1803|      3.2640|       1.0215|
|GRB151117442|  58.561|    4.672|8.7776e-06|   6.8321e-08|     6.1290|         0.2889|      8.3510|       1.2706|
|GRB151118554|  40.897|   10.555|4.2700e-06|   6.5149e-08|     4.1601|         0.2210|      5.4211|       0.9873|
|GRB151120349|  28.416|    4.615|9.6457e-06|   2.5431e-08|     7.2106|         0.2849|      9.2152|       1.2264|
|GRB151122709|  51.200|   15.496|2.2850e-06|   9.4054e-08|     1.9703|         0.2780|      4.4637|       1.2709|
|GRB151126293|   8.448|    3.556|9.6097e-07|   3.6168e-08|     3.4573|         0.2267|      5.3910|       1.1693|
|GRB151129333|  52.224|    7.455|3.9498e-06|   7.5475e-08|     2.3477|         0.2050|      4.6701|       1.1107|
|GRB151130160|  20.224|    4.360|2.3814e-06|   2.4033e-08|     3.5483|         0.2355|      4.8438|       1.0446|
|GRB151202565|   0.704|    1.159|6.9835e-07|   2.8489e-08|     3.3756|         0.2338|      6.6910|       1.4151|
|GRB151205657|  56.320|   13.590|1.8374e-06|   4.1134e-08|     1.3609|         0.1541|      3.8184|       0.9967|
|GRB151210041|  37.633|    1.717|3.4533e-06|   5.0732e-08|     2.4343|         0.2330|      4.3307|       1.1740|
|GRB151211672|  40.897|    1.493|6.2979e-06|   3.3629e-08|     3.2400|         0.2349|      5.4529|       1.1023|
|GRB151212030|  22.272|    4.615|2.0584e-06|   6.9738e-08|     3.5610|         0.3176|      7.0745|       1.7941|
|GRB151212064|  13.312|    1.557|8.4142e-06|   3.2493e-08|    12.2211|         0.2900|     14.2467|       1.2438|
|GRB151218857|   3.328|    2.064|6.6057e-07|   1.9860e-08|     4.0831|         0.2400|      7.2128|       1.0998|
|GRB151219567|  62.720|    6.676|4.7949e-06|   5.6575e-08|     5.6301|         0.2888|      6.7611|       1.4227|
|GRB151222340|   0.768|    0.362|2.1354e-06|   3.7061e-08|     5.7396|         0.3866|     12.8641|       1.8646|
|GRB151227072|   3.389|    0.602|4.8279e-06|   3.3103e-08|    21.1530|         0.3945|     27.9747|       1.7371|
|GRB151227218|  42.753|    0.362|4.3508e-05|   5.1397e-08|    37.4740|         0.5286|     46.6248|       2.2767|
|GRB151228129|   0.256|    2.268|4.6306e-07|   3.6417e-08|     1.9130|         0.3440|     12.4244|       1.9010|
|GRB151228949|  28.672|    1.557|3.7810e-06|   1.9609e-08|     7.5774|         0.9476|     14.0351|       4.4316|
|GRB151229285|   3.456|    1.032|1.1088e-06|   1.5782e-08|    11.0419|         0.3360|     15.7419|       1.5524|
|GRB151229486|   0.160|    0.202|1.4629e-07|   1.0623e-08|     1.1966|         0.2342|      6.0491|       1.4331|
|GRB151231443|  71.425|    0.724|8.5926e-05|   2.3398e-07|    46.8525|         1.5050|     59.0029|       7.8362|
|GRB151231568|   0.832|    0.405|1.1970e-06|   1.6085e-08|     5.1973|         0.2478|     14.7678|       1.2153|
|GRB160101030|   4.669|    0.602|1.7611e-05|   2.3713e-08|    35.6770|         0.9162|     44.0683|       4.4869|
|GRB160101215|  22.013|    1.619|1.8666e-06|   3.3025e-08|     4.3398|         0.2841|      6.4215|       1.3115|
|GRB160102500|  25.344|    1.493|2.2959e-06|   1.9858e-08|     5.4189|         0.3075|      7.4624|       1.3522|
|GRB160102936|  10.496|    1.145|3.0210e-06|   2.4188e-08|     5.9081|         0.2448|      8.2829|       1.1048|
|GRB160104475|   8.704|    2.896|4.8186e-07|   2.1459e-08|     1.9305|         0.1977|      4.0096|       1.0404|
|GRB160104918|  44.288|    1.493|2.7282e-06|   5.5638e-08|     3.2443|         0.2320|      6.2256|       1.2080|
|GRB160106948|  39.425|    0.724|4.5257e-05|   9.1402e-08|    16.0035|         0.4359|     20.2208|       1.8342|
|GRB160107931| 113.922|   17.755|2.7302e-05|   1.1595e-07|    16.8232|         0.3361|     27.9540|       1.4893|
|GRB160111115|  26.880|    6.676|2.6274e-06|   5.0292e-08|     5.9942|         0.2937|      8.8812|       1.4494|
|GRB160113398|  24.576|    0.264|3.2654e-05|   2.6532e-08|    27.7485|         0.4981|     32.2209|       2.1252|
|GRB160118060|  46.849|    1.145|2.9840e-05|   4.5460e-08|    15.7516|         0.5070|     23.4040|       2.3510|
|GRB160119072|  23.296|    7.424|7.5283e-07|   3.5525e-08|     1.1056|         0.1613|      3.4640|       0.9928|
|GRB160123095|  37.632|    3.167|8.9552e-07|   3.4009e-08|     1.6234|         0.2550|      4.2537|       1.1373|
|GRB160125368|  16.896|    2.673|1.2112e-06|   3.0192e-08|     6.5659|         0.2024|      8.4160|       1.3112|
|GRB160131116|  34.816|   15.379|1.7721e-06|   5.1743e-08|     2.9838|         0.2890|      4.2978|       1.2310|
|GRB160131174| 205.315|    1.810|1.1794e-05|   9.3259e-08|     6.4573|         0.3713|      9.0211|       1.8622|
|GRB160201883|  40.510|    6.152|5.3105e-06|   8.0009e-08|     4.2155|         0.2457|      6.7359|       1.4189|
|GRB160206430|  21.504|    4.199|2.7962e-06|   5.2127e-08|     3.0319|         0.2400|      5.8422|       1.2227|
|GRB160211119|   0.960|    1.042|1.4487e-07|   1.2475e-08|     2.0238|         0.2139|      3.2025|       1.1295|
|GRB160215773| 141.314|    1.280|5.0373e-05|   6.9186e-08|    14.1045|         0.3429|     23.2278|       1.5514|
|GRB160216801|   7.677|    0.571|9.9001e-06|   2.1778e-08|    54.3530|         2.0503|     59.5391|       2.4520|
|GRB160218711|  20.224|    3.482|1.2715e-06|   2.5985e-08|     2.5709|         0.2292|      3.8994|       0.9333|
|GRB160219289|   3.520|    0.181|1.1074e-06|   7.5187e-08|     2.9453|         0.1842|     19.1923|       1.1052|
|GRB160219673| 144.386|    2.862|1.0218e-05|   5.1053e-08|     6.1929|         0.2684|      7.4410|       1.1844|
|GRB160220059|   8.768|    1.231|6.1910e-07|   1.3457e-08|     1.7416|         0.2099|      3.0667|       1.0183|
|GRB160220868|  22.528|    9.444|1.2136e-06|   1.0895e-07|     0.9123|         0.1499|      2.7342|       1.1675|
|GRB160221993|  11.520|    0.923|1.7522e-06|   2.5175e-08|     4.0530|         0.2899|      6.5542|       1.5449|
|GRB160222070|  18.176|    1.280|1.2666e-06|   2.9950e-08|     1.8433|         0.2137|      4.2145|       1.0105|
|GRB160223072| 117.762|    3.208|8.9425e-06|   5.8643e-08|     5.1911|         0.2338|      8.7169|       1.1283|
|GRB160223416|  17.920|    2.360|3.6135e-06|   7.2351e-08|     3.0555|         0.1963|      5.3411|       0.9462|
|GRB160223670| 288.005|    0.724|1.2170e-05|   4.8005e-08|     5.3488|         0.3392|      7.9772|       1.7870|
|GRB160224911|   0.384|    1.778|1.2062e-07|   2.2820e-08|     1.5809|         0.2158|      4.5244|       1.2489|
|GRB160225720|  70.144|    1.493|1.4483e-04|   2.0020e-06|   463.5350|        74.0287|   1110.0900|    1105.7600|
|GRB160225809|  64.257|    1.145|1.7677e-05|   6.5721e-08|    12.9183|         0.3725|     14.6665|       1.5594|
|GRB160226913| 105.472|    2.560|4.9740e-06|   4.6887e-08|     1.8704|         0.2176|      3.8079|       1.0974|
|GRB160227831|   7.680|    0.810|1.6614e-05|   4.2045e-08|    10.2744|         0.2686|     15.1833|       1.2236|
|GRB160228034|  16.128|    3.338|7.1933e-07|   1.9855e-08|     1.4990|         0.1899|      3.3239|       1.0311|
|GRB160301215|  29.697|    3.620|5.9349e-06|   4.0752e-08|     4.7411|         0.2384|      6.0888|       1.0124|
|GRB160303201|  48.129|    6.446|1.4295e-05|   1.4987e-07|    12.5617|         0.4854|     19.6474|       2.2164|
|GRB160303971|  27.136|    6.987|1.3771e-06|   3.5572e-08|     1.9650|         0.2054|      3.6532|       1.1770|
|GRB160308709|  88.064|    3.727|8.2016e-07|   2.8393e-08|     1.2858|         0.1676|      3.5102|       1.2044|
|GRB160310016|  25.857|    2.828|5.2488e-06|   4.1381e-08|     7.5677|         0.2846|      9.9858|       1.2883|
|GRB160310291|  23.613|    1.864|2.5374e-06|   6.1689e-08|     6.5631|         0.3592|     10.6070|       1.4562|
|GRB160314473|   1.664|    0.730|1.3226e-07|   1.7682e-08|     1.1570|         0.2018|      5.8799|       1.1809|
|GRB160314929|  98.562|    5.431|4.4671e-06|   5.8558e-08|     3.0561|         0.2343|      5.1516|       1.1126|
|GRB160315739|   3.328|    1.086|3.0532e-07|   2.2664e-08|     1.2968|         0.2021|      3.8517|       1.1909|
|GRB160316139|  17.152|    4.352|1.9114e-06|   6.1847e-08|     2.1988|         0.2457|      4.4141|       1.1731|
|GRB160316573|  17.920|    3.665|3.4895e-06|   7.1833e-08|     3.4953|         0.4023|      7.6019|       3.0724|
|GRB160317385|  43.776|    1.619|2.5569e-06|   1.1167e-07|     5.1494|         0.6569|     10.6253|       4.7284|
|GRB160318342|  12.800|    3.278|8.9724e-07|   3.6405e-08|     1.6364|         0.2175|      3.7815|       1.6100|
|GRB160323293|  25.088|    2.064|1.3882e-06|   3.9083e-08|     3.5076|         0.2957|      7.6110|       1.5157|
|GRB160325291|  42.945|    0.572|1.8598e-05|   1.9812e-07|     8.4835|         0.3067|     11.2867|       1.2151|
|GRB160326062|  19.456|    0.724|1.8520e-06|   3.5724e-08|     3.1215|         0.1903|      5.6878|       1.2840|
|GRB160330827|  41.985|    1.280|1.0294e-05|   5.5869e-08|     5.9340|         0.3047|      8.2313|       1.3389|
|GRB160401065|  20.992|    0.923|9.3138e-06|   4.5139e-08|    10.6674|         0.3243|     14.2665|       1.4225|
|GRB160406023|  23.040|    6.831|3.0057e-06|   3.1839e-08|     5.6002|         0.2872|      7.7820|       1.4817|
|GRB160406503|   0.432|    1.105|5.3157e-07|   3.1749e-08|     2.5558|         0.1973|     17.2139|       1.2349|
|GRB160406570|  66.560|   16.836|4.6582e-06|   4.8087e-08|     2.5702|         0.3505|      5.4158|       2.2337|
|GRB160407673|   7.104|    0.572|3.2957e-06|   2.7399e-08|     4.0880|         0.2477|      6.5629|       1.1534|
|GRB160408268|   1.056|    0.604|6.9843e-07|   2.8017e-08|     4.0473|         0.2546|     12.7417|       1.3334|
|GRB160411062|   0.672|    0.435|2.2505e-07|   1.8891e-08|     2.3082|         0.2650|      5.5229|       1.3901|
|GRB160416022|  26.621|    3.435|5.0656e-06|   1.0685e-07|     4.5479|         0.2089|      6.9530|       1.3682|
|GRB160419637|  24.320|    6.964|1.5154e-06|   6.1084e-08|     1.9222|         0.2530|      3.7880|       1.0951|
|GRB160421137|  25.088|    6.676|3.9607e-05|   1.7973e-07|    17.7729|         0.4665|     23.5043|       1.9198|
|GRB160422499|  12.288|    0.362|8.8021e-05|   7.0522e-08|    93.7506|         0.5696|    106.9830|       2.3539|
|GRB160423066|  11.968|    2.248|8.1309e-07|   3.2340e-08|     2.4708|         0.1966|      4.3977|       1.1624|
|GRB160424492|   6.592|    0.923|2.7276e-06|   2.4520e-08|     7.3002|         0.2862|      9.6573|       1.3206|
|GRB160428412|   0.576|    1.270|1.7793e-07|   3.3479e-08|     2.9661|         0.4460|      8.8677|       2.1591|
|GRB160503567|  28.672|    1.493|2.1269e-06|   5.1707e-08|     2.5478|         0.2301|      4.1120|       0.9705|
|GRB160508290|  11.008|    1.145|1.1230e-06|   2.4416e-08|     2.1941|         0.2348|      3.7005|       1.1078|
|GRB160509374| 369.670|    0.810|1.7898e-04|   1.4957e-07|    73.0749|         0.5578|     83.6413|       2.3206|
